Time Step,Simulation,0,2,4,6,8,10,12,14,16,18,20,22
0,0.9026306674077864,0.9026306674077864,0.9126306674077864,0.9126306674077864,0.9126306674077864,0.9326306674077864,0.9326306674077864,0.9326306674077864,0.9226306674077864,0.9426306674077864,0.9376306674077864,0.9376306674077864,0.9276306674077864
1,0.7759770613824355,0.7859770613824355,0.7759770613824355,0.7759770613824355,0.7659770613824355,0.7559770613824355,0.7559770613824355,0.7559770613824355,0.7659770613824355,0.7659770613824355,0.7759770613824355,0.7759770613824355,0.7859770613824355
2,0.8710619538692185,0.8610619538692185,0.8610619538692185,0.8510619538692185,0.8510619538692185,0.8710619538692185,0.8710619538692185,0.8910619538692185,0.9010619538692185,0.9010619538692185,0.8910619538692185,0.8910619538692185,0.8910619538692185
3,0.8747426939240338,0.8747426939240338,0.8747426939240338,0.8547426939240338,0.8547426939240338,0.8647426939240338,0.8647426939240338,0.8647426939240338,0.8647426939240338,0.8547426939240338,0.8947426939240338,0.8947426939240338,0.8947426939240338
4,0.8241558874451788,0.8341558874451788,0.8541558874451788,0.8391558874451788,0.8391558874451788,0.8491558874451788,0.8491558874451788,0.8491558874451788,0.8491558874451788,0.8591558874451788,0.8591558874451788,0.8491558874451788,0.8491558874451788
5,0.9190427945521943,0.9190427945521943,0.9290427945521943,0.9090427945521943,0.9090427945521943,0.9090427945521943,0.9090427945521943,0.9290427945521943,0.9190427945521943,0.9290427945521943,0.9290427945521943,0.9290427945521943,0.9290427945521943
6,0.8166218380717191,0.806621838071719,0.806621838071719,0.806621838071719,0.8266218380717191,0.8266218380717191,0.8266218380717191,0.8366218380717191,0.8366218380717191,0.8466218380717191,0.8366218380717191,0.8566218380717191,0.8516218380717191
7,0.8226213074133711,0.8126213074133711,0.8126213074133711,0.8126213074133711,0.8326213074133711,0.8426213074133712,0.8426213074133712,0.8426213074133712,0.8626213074133712,0.8526213074133712,0.8426213074133712,0.8426213074133712,0.8526213074133712
8,0.8467112746025474,0.8367112746025474,0.8167112746025473,0.8167112746025473,0.8167112746025473,0.8067112746025473,0.8067112746025473,0.8067112746025473,0.8117112746025473,0.8217112746025473,0.8117112746025473,0.8117112746025473,0.8217112746025473
9,0.7957021830810185,0.8157021830810185,0.8157021830810185,0.8057021830810185,0.8057021830810185,0.8057021830810185,0.8057021830810185,0.8257021830810185,0.8057021830810185,0.8157021830810185,0.7957021830810185,0.7957021830810185,0.7857021830810185
10,0.9210179988367957,0.9210179988367957,0.9210179988367957,0.9010179988367957,0.9010179988367957,0.9110179988367957,0.9110179988367957,0.9210179988367957,0.9210179988367957,0.9410179988367957,0.9610179988367957,0.9510179988367957,0.9510179988367957
11,0.8699928802829081,0.8699928802829081,0.8599928802829081,0.8599928802829081,0.8599928802829081,0.8499928802829081,0.8799928802829081,0.9099928802829081,0.8999928802829081,0.8899928802829081,0.8699928802829081,0.8599928802829081,0.8499928802829081
12,0.8657801678522128,0.8657801678522128,0.8657801678522128,0.8657801678522128,0.8657801678522128,0.8757801678522128,0.8757801678522128,0.8957801678522128,0.8807801678522128,0.8807801678522128,0.8807801678522128,0.9107801678522128,0.9107801678522128
13,0.7932312859154053,0.7932312859154053,0.7932312859154053,0.7832312859154053,0.7932312859154053,0.7532312859154052,0.7732312859154052,0.7732312859154052,0.7632312859154052,0.7532312859154052,0.7582312859154052,0.7782312859154052,0.7882312859154053
14,0.8803479773547114,0.8703479773547114,0.8703479773547114,0.8703479773547114,0.8703479773547114,0.8703479773547114,0.8803479773547114,0.8703479773547114,0.8703479773547114,0.8703479773547114,0.8703479773547114,0.8603479773547114,0.8853479773547114
15,0.8809652747922568,0.8709652747922568,0.8709652747922568,0.8709652747922568,0.8909652747922568,0.8909652747922568,0.8909652747922568,0.8909652747922568,0.8809652747922568,0.8809652747922568,0.8709652747922568,0.9009652747922569,0.9009652747922569
16,0.895649913977468,0.915649913977468,0.915649913977468,0.915649913977468,0.915649913977468,0.935649913977468,0.935649913977468,0.925649913977468,0.935649913977468,0.935649913977468,0.930649913977468,0.930649913977468,0.930649913977468
17,0.8302288880461732,0.8202288880461732,0.8202288880461732,0.8202288880461732,0.8202288880461732,0.8102288880461732,0.8002288880461732,0.7902288880461732,0.7902288880461732,0.7902288880461732,0.7902288880461732,0.8002288880461732,0.8302288880461732
18,0.8366842587700468,0.8266842587700468,0.8366842587700468,0.8266842587700468,0.8166842587700468,0.7966842587700468,0.7966842587700468,0.7966842587700468,0.8066842587700468,0.8166842587700468,0.8166842587700468,0.8166842587700468,0.8166842587700468
19,0.885307818518927,0.885307818518927,0.885307818518927,0.875307818518927,0.875307818518927,0.865307818518927,0.845307818518927,0.850307818518927,0.860307818518927,0.860307818518927,0.870307818518927,0.850307818518927,0.860307818518927
20,0.7582508885387181,0.7782508885387182,0.7882508885387182,0.7882508885387182,0.7582508885387181,0.7782508885387182,0.7582508885387181,0.7682508885387181,0.7682508885387181,0.7582508885387181,0.7582508885387181,0.7482508885387181,0.7482508885387181
21,0.8643774041135671,0.8643774041135671,0.8543774041135671,0.8543774041135671,0.8743774041135671,0.8643774041135671,0.8843774041135671,0.9043774041135672,0.8943774041135671,0.8793774041135671,0.8593774041135671,0.8493774041135671,0.8493774041135671
22,0.8734567800519494,0.8734567800519494,0.8834567800519494,0.8834567800519494,0.8934567800519494,0.8834567800519494,0.8834567800519494,0.9034567800519494,0.8934567800519494,0.9034567800519494,0.9034567800519494,0.8884567800519494,0.8984567800519494
23,0.8405950875211134,0.8405950875211134,0.8405950875211134,0.8405950875211134,0.8305950875211134,0.8205950875211134,0.8305950875211134,0.8405950875211134,0.8405950875211134,0.8605950875211135,0.8505950875211135,0.8205950875211134,0.8205950875211134
24,0.810006771688325,0.820006771688325,0.830006771688325,0.830006771688325,0.810006771688325,0.810006771688325,0.810006771688325,0.790006771688325,0.810006771688325,0.790006771688325,0.770006771688325,0.770006771688325,0.770006771688325
25,0.8228972883153868,0.8328972883153868,0.8428972883153868,0.8428972883153868,0.8428972883153868,0.8528972883153868,0.8528972883153868,0.8628972883153868,0.8578972883153868,0.8478972883153868,0.8478972883153868,0.8478972883153868,0.8478972883153868
26,0.9016816221419626,0.9016816221419626,0.8816816221419626,0.8816816221419626,0.8616816221419625,0.8616816221419625,0.8716816221419625,0.8866816221419626,0.9166816221419626,0.9066816221419626,0.9066816221419626,0.9166816221419626,0.9266816221419626
27,0.8163659221550335,0.8063659221550334,0.8063659221550334,0.7963659221550334,0.8063659221550334,0.8063659221550334,0.7963659221550334,0.7963659221550334,0.7963659221550334,0.8263659221550335,0.8363659221550335,0.8263659221550335,0.8263659221550335
28,0.7888936862358245,0.7688936862358244,0.7688936862358244,0.7488936862358244,0.7538936862358244,0.7638936862358244,0.7638936862358244,0.7838936862358244,0.7538936862358244,0.7838936862358244,0.7838936862358244,0.7838936862358244,0.7938936862358245
29,0.8293507078304438,0.8293507078304438,0.8293507078304438,0.8293507078304438,0.8293507078304438,0.8293507078304438,0.8193507078304438,0.8193507078304438,0.8293507078304438,0.8393507078304439,0.8493507078304439,0.8493507078304439,0.8193507078304438
30,0.8590191440190604,0.8590191440190604,0.8590191440190604,0.8690191440190604,0.8590191440190604,0.8490191440190604,0.8590191440190604,0.8590191440190604,0.8490191440190604,0.8590191440190604,0.8590191440190604,0.8690191440190604,0.8690191440190604
31,0.7769598195194742,0.7469598195194742,0.7469598195194742,0.7469598195194742,0.7669598195194742,0.7369598195194742,0.7419598195194742,0.7419598195194742,0.7419598195194742,0.7419598195194742,0.7419598195194742,0.7419598195194742,0.7419598195194742
