Time Step,Simulation,0,2,4,6,8,10,12,14,16,18,20,22
0,0.8683836583982022,0.8783836583982022,0.8783836583982022,0.8683836583982022,0.8583836583982022,0.8583836583982022,0.8483836583982022,0.8283836583982022,0.8483836583982022,0.8483836583982022,0.8483836583982022,0.8283836583982022,0.8333836583982022
1,0.8763400240318535,0.8763400240318535,0.8663400240318535,0.8463400240318535,0.8463400240318535,0.8463400240318535,0.8613400240318535,0.8713400240318535,0.8513400240318535,0.8713400240318535,0.8513400240318535,0.8513400240318535,0.8513400240318535
2,0.905734485245599,0.905734485245599,0.905734485245599,0.915734485245599,0.935734485245599,0.925734485245599,0.925734485245599,0.905734485245599,0.915734485245599,0.915734485245599,0.925734485245599,0.900734485245599,0.890734485245599
3,0.906619277605666,0.896619277605666,0.896619277605666,0.8766192776056659,0.8666192776056659,0.8716192776056659,0.8716192776056659,0.8716192776056659,0.8716192776056659,0.8716192776056659,0.8716192776056659,0.8816192776056659,0.8816192776056659
4,0.8771471082427945,0.9071471082427945,0.9171471082427946,0.9121471082427945,0.8621471082427945,0.8521471082427945,0.8521471082427945,0.8421471082427945,0.8421471082427945,0.8421471082427945,0.8421471082427945,0.8421471082427945,0.8521471082427945
5,0.8426882992904272,0.8626882992904272,0.8726882992904272,0.8626882992904272,0.8426882992904272,0.8226882992904272,0.8426882992904272,0.8326882992904272,0.8326882992904272,0.8226882992904272,0.8126882992904272,0.8126882992904272,0.8126882992904272
6,0.9020377343234389,0.9020377343234389,0.9120377343234389,0.9120377343234389,0.9220377343234389,0.9220377343234389,0.942037734323439,0.937037734323439,0.937037734323439,0.9270377343234389,0.9270377343234389,0.9070377343234389,0.9170377343234389
7,0.8683499849813164,0.8683499849813164,0.8683499849813164,0.8383499849813164,0.8283499849813164,0.8283499849813164,0.8683499849813164,0.8683499849813164,0.8683499849813164,0.8683499849813164,0.9083499849813165,0.9033499849813165,0.9033499849813165
8,0.8895260081310473,0.8895260081310473,0.8695260081310473,0.8795260081310473,0.8795260081310473,0.8795260081310473,0.8795260081310473,0.8795260081310473,0.8795260081310473,0.8595260081310473,0.8595260081310473,0.8595260081310473,0.8495260081310473
9,0.8627728650795188,0.8627728650795188,0.8427728650795188,0.8427728650795188,0.8427728650795188,0.8527728650795188,0.8427728650795188,0.8677728650795188,0.8677728650795188,0.8677728650795188,0.8677728650795188,0.8677728650795188,0.8677728650795188
10,0.9016532954769136,0.9016532954769136,0.9016532954769136,0.8716532954769136,0.8716532954769136,0.8716532954769136,0.8916532954769136,0.8816532954769136,0.8816532954769136,0.8616532954769136,0.8716532954769136,0.8716532954769136,0.9016532954769136
11,0.8591941773740173,0.8691941773740173,0.8691941773740173,0.8691941773740173,0.8691941773740173,0.8891941773740173,0.8791941773740173,0.8791941773740173,0.8791941773740173,0.8791941773740173,0.8691941773740173,0.8691941773740173,0.8591941773740173
12,0.8943438696671008,0.8943438696671008,0.8643438696671008,0.8543438696671007,0.8593438696671007,0.8593438696671007,0.8693438696671008,0.8693438696671008,0.8693438696671008,0.8693438696671008,0.8493438696671007,0.8493438696671007,0.8493438696671007
13,0.9789038037372371,0.9789038037372371,0.9689038037372371,0.9689038037372371,0.9689038037372371,0.9689038037372371,0.958903803737237,0.948903803737237,0.958903803737237,0.938903803737237,0.948903803737237,0.938903803737237,0.938903803737237
14,0.8818883711951779,0.8818883711951779,0.8818883711951779,0.8818883711951779,0.8818883711951779,0.8818883711951779,0.901888371195178,0.921888371195178,0.921888371195178,0.916888371195178,0.916888371195178,0.906888371195178,0.906888371195178
15,0.8958276514761829,0.8858276514761829,0.8758276514761829,0.8958276514761829,0.915827651476183,0.925827651476183,0.925827651476183,0.935827651476183,0.925827651476183,0.925827651476183,0.925827651476183,0.925827651476183,0.925827651476183
16,0.8884953410022294,0.8684953410022294,0.8584953410022294,0.8484953410022293,0.8584953410022294,0.8684953410022294,0.8684953410022294,0.8884953410022294,0.8984953410022294,0.9184953410022294,0.9184953410022294,0.9084953410022294,0.8884953410022294
17,0.8931676180270264,0.8931676180270264,0.8931676180270264,0.9031676180270264,0.9031676180270264,0.9031676180270264,0.9131676180270264,0.8931676180270264,0.9131676180270264,0.9131676180270264,0.9131676180270264,0.9131676180270264,0.9131676180270264
18,0.8668756230463687,0.8668756230463687,0.8568756230463687,0.8468756230463687,0.8268756230463686,0.8368756230463686,0.8568756230463687,0.8468756230463687,0.8568756230463687,0.8368756230463686,0.8268756230463686,0.8318756230463686,0.8318756230463686
19,0.895182129426598,0.895182129426598,0.905182129426598,0.895182129426598,0.875182129426598,0.895182129426598,0.895182129426598,0.905182129426598,0.895182129426598,0.925182129426598,0.925182129426598,0.9351821294265981,0.925182129426598
20,0.8821341847588375,0.8821341847588375,0.8721341847588375,0.8821341847588375,0.8821341847588375,0.8821341847588375,0.8921341847588375,0.8921341847588375,0.9021341847588376,0.9021341847588376,0.9021341847588376,0.8921341847588375,0.8921341847588375
21,0.8354300960664474,0.8254300960664473,0.8454300960664474,0.8654300960664474,0.8654300960664474,0.8754300960664474,0.8704300960664474,0.8704300960664474,0.8704300960664474,0.8704300960664474,0.8604300960664474,0.8604300960664474,0.8604300960664474
