iot_lora_id,arrtime,rssi,district,post_code,recording
1347,2024-03-07 10:52:59,-81,20,700102,0
1347,2024-03-07 11:14:01,-84,20,700102,1
1347,2024-03-07 11:15:14,-81,20,700102,1
1347,2024-03-07 11:16:13,-76,20,700102,1
1347,2024-03-07 11:17:55,-82,20,700102,1
1347,2024-03-07 11:20:01,-81,20,700102,1
1347,2024-03-07 11:20:38,-80,20,700102,1
1347,2024-03-07 11:21:16,-79,20,700102,1
1347,2024-03-07 11:25:53,-84,20,700102,0
1347,2024-03-07 11:27:17,-82,20,700102,0
1347,2024-03-07 11:30:08,-76,20,700102,0
1347,2024-03-07 11:32:59,-82,20,700102,0
1347,2024-03-07 11:35:04,-84,20,700102,0
1347,2024-03-07 11:35:07,-79,20,700102,0
1347,2024-03-07 11:35:52,-82,20,700102,0
1347,2024-03-07 12:25:42,-81,20,700102,1
1347,2024-03-07 12:27:35,-82,20,700102,0
1347,2024-03-07 12:38:02,-81,20,700102,0
1347,2024-03-07 12:46:35,-82,20,700102,0
1347,2024-03-07 12:48:22,-81,20,700102,0
1347,2024-03-07 13:45:21,-84,20,700102,1
1347,2024-03-07 13:50:14,-81,20,700102,0
1380,2024-03-31 23:44:13,-78,20,700102,1
1452,2024-04-01 10:00:02,-93,20,700102,0
1452,2024-04-01 10:00:06,-81,20,700102,0
1479,2024-03-31 21:15:35,-74,19,400091,0
1479,2024-03-31 21:18:17,-69,19,400091,0
1491,2024-04-02 10:57:50,-84,57,620075,0
1491,2024-04-02 11:02:39,-114,57,620075,0
1491,2024-04-02 11:03:53,-114,57,620075,0
1491,2024-04-02 11:07:40,-112,57,620075,0
1491,2024-04-02 11:07:44,-104,57,620075,0
1491,2024-04-02 11:08:54,-114,57,620075,0
1491,2024-04-02 11:11:14,-111,57,620075,0
1491,2024-04-02 11:16:47,-50,57,620075,0
1491,2024-04-02 11:19:40,-109,57,620075,0
1491,2024-04-02 11:19:44,-109,57,620075,0
1491,2024-04-02 11:24:47,-95,57,620075,0
1491,2024-04-02 11:26:30,-110,57,620075,0
1491,2024-04-02 11:30:08,-94,57,620075,0
1491,2024-04-02 11:31:22,-111,57,620075,0
1491,2024-04-02 11:31:26,-112,57,620075,0
1491,2024-04-02 11:32:31,-109,57,620075,0
1491,2024-04-02 11:32:35,-110,57,620075,0
1491,2024-04-02 11:32:51,-110,57,620075,0
1491,2024-04-02 11:32:55,-106,57,620075,0
1491,2024-04-02 11:32:57,-91,57,620075,0
1491,2024-04-02 11:33:01,-102,57,620075,0
1491,2024-04-02 11:33:17,-102,57,620075,0
1491,2024-04-02 11:33:21,-88,57,620075,0
1491,2024-04-02 11:36:07,-110,57,620075,0
1491,2024-04-02 11:36:11,-110,57,620075,0
1491,2024-04-02 11:36:36,-87,57,620075,0
1491,2024-04-02 11:36:40,-102,57,620075,0
1491,2024-04-02 11:39:37,-116,57,620075,0
1491,2024-04-02 11:40:18,-110,57,620075,0
1491,2024-04-02 11:40:46,-110,57,620075,0
1491,2024-04-02 11:49:13,-92,57,620075,0
1491,2024-04-02 11:49:59,-116,57,620075,0
1491,2024-04-02 11:50:03,-96,57,620075,0
1491,2024-04-02 11:50:17,-84,57,620075,0
1491,2024-04-02 11:50:21,-105,57,620075,0
1491,2024-04-02 11:50:25,-97,57,620075,0
1491,2024-04-02 11:50:43,-108,57,620075,0
1491,2024-04-02 11:50:49,-116,57,620075,0
1491,2024-04-02 11:50:53,-106,57,620075,0
1491,2024-04-02 11:53:23,-111,57,620075,0
1491,2024-04-02 11:57:27,-116,57,620075,0
1491,2024-04-02 11:57:31,-108,57,620075,0
1491,2024-04-02 11:58:31,-112,57,620075,0
1491,2024-04-02 11:58:36,-108,57,620075,0
1491,2024-04-02 11:58:40,-94,57,620075,0
1491,2024-04-02 11:58:51,-92,57,620075,0
1491,2024-04-02 11:58:55,-105,57,620075,0
1491,2024-04-02 11:58:56,-104,57,620075,0
1491,2024-04-02 12:01:46,-108,57,620075,0
1491,2024-04-02 12:01:56,-112,57,620075,0
1491,2024-04-02 12:02:00,-108,57,620075,0
1491,2024-04-02 12:02:09,-112,57,620075,0
1491,2024-04-02 12:02:13,-104,57,620075,0
1491,2024-04-02 12:04:17,-108,57,620075,0
1491,2024-04-02 12:05:34,-108,57,620075,0
1491,2024-04-02 12:05:59,-100,57,620075,0
1491,2024-04-02 12:06:01,-105,57,620075,0
1491,2024-04-02 12:06:04,-108,57,620075,0
1491,2024-04-02 12:06:05,-110,57,620075,0
1491,2024-04-02 12:06:46,-100,57,620075,0
1491,2024-04-02 12:06:50,-110,57,620075,0
1491,2024-04-02 12:09:25,-91,57,620075,0
1491,2024-04-02 12:10:29,-107,57,620075,0
1491,2024-04-02 12:10:36,-116,57,620075,0
1491,2024-04-02 12:10:42,-114,57,620075,0
1491,2024-04-02 12:10:48,-114,57,620075,0
1491,2024-04-02 12:40:22,-106,57,620075,0
1491,2024-04-02 12:40:25,-80,57,620075,0
1491,2024-04-02 12:40:26,-62,57,620075,0
1491,2024-04-02 12:40:30,-74,57,620075,0
1491,2024-04-02 12:40:31,-70,57,620075,0
1491,2024-04-02 12:40:35,-76,57,620075,0
1491,2024-04-02 12:40:37,-74,57,620075,0
1491,2024-04-02 12:40:40,-80,57,620075,0
1491,2024-04-02 12:42:55,-80,57,620075,0
1491,2024-04-02 12:42:59,-90,57,620075,0
1491,2024-04-02 12:43:00,-80,57,620075,0
1491,2024-04-02 12:43:05,-44,57,620075,0
1491,2024-04-02 12:43:06,-48,57,620075,0
1491,2024-04-02 12:43:09,-92,57,620075,0
1491,2024-04-02 12:43:11,-76,57,620075,0
1491,2024-04-02 12:43:15,-85,57,620075,0
1491,2024-04-02 12:43:16,-79,57,620075,0
1491,2024-04-02 12:43:20,-59,57,620075,0
1491,2024-04-02 12:43:21,-78,57,620075,0
1491,2024-04-02 12:43:26,-80,57,620075,0
1491,2024-04-02 12:43:27,-82,57,620075,0
1491,2024-04-02 12:43:31,-82,57,620075,0
1491,2024-04-02 12:43:32,-82,57,620075,0
1491,2024-04-02 12:43:37,-93,57,620075,0
1491,2024-04-02 12:43:38,-80,57,620075,0
1491,2024-04-02 12:43:42,-90,57,620075,0
1491,2024-04-02 12:46:26,-88,57,620075,0
1491,2024-04-02 12:46:30,-88,57,620075,0
1491,2024-04-02 12:46:31,-82,57,620075,0
1491,2024-04-02 12:46:35,-86,57,620075,0
1491,2024-04-02 12:46:37,-84,57,620075,0
1491,2024-04-02 12:46:41,-94,57,620075,0
1491,2024-04-02 12:46:42,-82,57,620075,0
1491,2024-04-02 12:46:46,-88,57,620075,0
1491,2024-04-02 12:47:22,-82,57,620075,0
1491,2024-04-02 12:47:26,-58,57,620075,0
1491,2024-04-02 12:47:27,-56,57,620075,0
1491,2024-04-02 12:47:32,-57,57,620075,0
1491,2024-04-02 12:47:36,-57,57,620075,0
1491,2024-04-02 12:47:40,-62,57,620075,0
1491,2024-04-02 12:47:42,-58,57,620075,0
1491,2024-04-02 12:47:46,-58,57,620075,0
1491,2024-04-02 12:47:47,-60,57,620075,0
1491,2024-04-02 12:47:51,-56,57,620075,0
1491,2024-04-02 12:48:23,-56,57,620075,0
1491,2024-04-02 12:48:26,-88,57,620075,0
1491,2024-04-02 12:48:27,-74,57,620075,0
1491,2024-04-02 12:48:32,-88,57,620075,0
1491,2024-04-02 12:48:33,-76,57,620075,0
1491,2024-04-02 12:48:37,-94,57,620075,0
1491,2024-04-02 12:48:38,-81,57,620075,0
1491,2024-04-02 12:48:42,-104,57,620075,0
1491,2024-04-02 12:48:49,-79,57,620075,0
1491,2024-04-02 12:48:53,-88,57,620075,0
1491,2024-04-02 12:49:12,-79,57,620075,0
1491,2024-04-02 12:49:16,-93,57,620075,0
1491,2024-04-02 12:49:17,-77,57,620075,0
1491,2024-04-02 12:49:21,-90,57,620075,0
1491,2024-04-02 12:50:07,-86,57,620075,0
1491,2024-04-02 12:50:10,-60,57,620075,0
1491,2024-04-02 12:50:14,-44,57,620075,0
1491,2024-04-02 12:50:17,-43,57,620075,0
1491,2024-04-02 12:50:18,-75,57,620075,0
1491,2024-04-02 12:50:28,-44,57,620075,0
1491,2024-04-02 12:50:32,-46,57,620075,0
1491,2024-04-02 12:50:57,-52,57,620075,0
1491,2024-04-02 12:51:01,-76,57,620075,0
1491,2024-04-02 12:51:02,-84,57,620075,0
1491,2024-04-02 12:51:06,-81,57,620075,0
1491,2024-04-02 12:51:08,-84,57,620075,0
1491,2024-04-02 12:51:12,-79,57,620075,0
1491,2024-04-02 12:53:08,-75,57,620075,0
1491,2024-04-02 12:53:12,-56,57,620075,0
1491,2024-04-02 12:53:13,-84,57,620075,0
1491,2024-04-02 12:53:17,-70,57,620075,0
1491,2024-04-02 12:53:18,-75,57,620075,0
1491,2024-04-02 12:53:19,-67,57,620075,0
1491,2024-04-02 12:53:23,-76,57,620075,0
1491,2024-04-02 12:53:24,-72,57,620075,0
1491,2024-04-02 12:53:27,-69,57,620075,0
1491,2024-04-02 12:53:57,-75,57,620075,0
1491,2024-04-02 12:54:01,-54,57,620075,0
1491,2024-04-02 12:54:39,-60,57,620075,0
1491,2024-04-02 12:54:43,-70,57,620075,0
1491,2024-04-02 12:54:44,-77,57,620075,0
1491,2024-04-02 12:54:49,-78,57,620075,0
1491,2024-04-02 12:54:50,-72,57,620075,0
1491,2024-04-02 12:54:53,-80,57,620075,0
1491,2024-04-02 12:56:29,-74,57,620075,0
1491,2024-04-02 12:56:32,-71,57,620075,0
1491,2024-04-02 12:56:34,-75,57,620075,0
1491,2024-04-02 12:56:37,-72,57,620075,0
1491,2024-04-02 12:56:38,-64,57,620075,0
1491,2024-04-02 12:56:42,-64,57,620075,0
1491,2024-04-02 12:56:43,-61,57,620075,0
1491,2024-04-02 12:56:46,-75,57,620075,0
1491,2024-04-02 12:57:32,-73,57,620075,0
1491,2024-04-02 12:57:35,-59,57,620075,0
1491,2024-04-02 12:57:42,-60,57,620075,0
1491,2024-04-02 12:57:46,-70,57,620075,0
1491,2024-04-02 12:57:48,-72,57,620075,0
1491,2024-04-02 12:57:51,-69,57,620075,0
1491,2024-04-02 12:57:54,-74,57,620075,0
1491,2024-04-02 12:57:58,-70,57,620075,0
1491,2024-04-02 14:07:18,-84,57,620075,0
1491,2024-04-02 14:14:01,-114,57,620075,0
1491,2024-04-02 14:14:04,-97,57,620075,0
1491,2024-04-02 14:21:17,-110,57,620075,0
1491,2024-04-02 14:21:36,-111,57,620075,0
1491,2024-04-02 14:24:34,-110,57,620075,0
1491,2024-04-02 14:26:32,-109,57,620075,0
1491,2024-04-02 14:26:35,-105,57,620075,0
1491,2024-04-02 14:26:42,-104,57,620075,0
1491,2024-04-02 14:26:48,-106,57,620075,0
1491,2024-04-02 14:26:52,-100,57,620075,0
1491,2024-04-02 14:28:43,-105,57,620075,0
1491,2024-04-02 14:28:47,-126,57,620075,0
1491,2024-04-02 14:28:48,-93,57,620075,0
1491,2024-04-02 14:28:52,-93,57,620075,0
1491,2024-04-02 14:28:53,-94,57,620075,0
1491,2024-04-02 14:28:54,-102,57,620075,0
1491,2024-04-02 14:28:58,-110,57,620075,0
1491,2024-04-02 14:29:38,-103,57,620075,0
1491,2024-04-02 14:30:23,-114,57,620075,0
1491,2024-04-02 14:30:26,-111,57,620075,0
1491,2024-04-02 14:30:31,-110,57,620075,0
1491,2024-04-02 14:30:50,-95,57,620075,0
1491,2024-04-02 14:30:53,-101,57,620075,0
1491,2024-04-02 14:30:55,-106,57,620075,0
1491,2024-04-02 14:30:58,-108,57,620075,0
1491,2024-04-02 14:31:00,-112,57,620075,0
1491,2024-04-02 14:31:03,-108,57,620075,0
1491,2024-04-02 14:33:53,-93,57,620075,0
1491,2024-04-02 14:33:57,-104,57,620075,0
1491,2024-04-02 14:34:01,-86,57,620075,0
1491,2024-04-02 14:34:24,-110,57,620075,0
1491,2024-04-02 14:34:43,-103,57,620075,0
1491,2024-04-02 14:34:46,-112,57,620075,0
1491,2024-04-02 14:38:36,-107,57,620075,0
1491,2024-04-02 14:38:41,-111,57,620075,0
1491,2024-04-02 14:38:42,-111,57,620075,0
1491,2024-04-02 14:38:47,-103,57,620075,0
1491,2024-04-02 14:38:52,-105,57,620075,0
1491,2024-04-02 14:39:26,-104,57,620075,0
1491,2024-04-02 14:39:31,-105,57,620075,0
1491,2024-04-02 14:40:06,-114,57,620075,0
1491,2024-04-02 14:40:07,-110,57,620075,0
1491,2024-04-02 14:40:12,-111,57,620075,0
1491,2024-04-02 14:40:14,-108,57,620075,0
1491,2024-04-02 14:40:17,-111,57,620075,0
1491,2024-04-02 14:40:23,-89,57,620075,0
1491,2024-04-02 14:40:26,-103,57,620075,0
1491,2024-04-02 14:59:13,-104,57,620075,0
1491,2024-04-02 14:59:16,-114,57,620075,0
1491,2024-04-02 14:59:17,-109,57,620075,0
1491,2024-04-02 14:59:21,-115,57,620075,0
1491,2024-04-02 14:59:42,-111,57,620075,0
1491,2024-04-02 14:59:46,-108,57,620075,0
1491,2024-04-02 15:00:17,-90,57,620075,0
1491,2024-04-02 15:00:20,-99,57,620075,0
1491,2024-04-02 15:00:21,-94,57,620075,0
1491,2024-04-02 15:00:25,-99,57,620075,0
1491,2024-04-02 15:00:31,-87,57,620075,0
1491,2024-04-02 15:00:35,-89,57,620075,0
1491,2024-04-02 15:00:47,-68,57,620075,0
1491,2024-04-02 15:00:51,-92,57,620075,0
1491,2024-04-02 15:01:05,-91,57,620075,0
1491,2024-04-02 15:01:08,-86,57,620075,0
1491,2024-04-02 15:03:11,-97,57,620075,0
1491,2024-04-02 15:03:14,-78,57,620075,0
1491,2024-04-02 15:03:16,-88,57,620075,0
1491,2024-04-02 15:03:20,-92,57,620075,0
1491,2024-04-02 15:12:18,-90,57,620075,0
1491,2024-04-02 15:12:21,-91,57,620075,0
1491,2024-04-02 15:12:29,-82,57,620075,0
1491,2024-04-02 15:12:32,-83,57,620075,0
1491,2024-04-02 15:12:41,-81,57,620075,0
1491,2024-04-02 15:12:45,-84,57,620075,0
1491,2024-04-02 15:12:47,-81,57,620075,0
1491,2024-04-02 15:12:50,-87,57,620075,0
1491,2024-04-02 15:13:13,-85,57,620075,0
1491,2024-04-02 15:13:17,-92,57,620075,0
1491,2024-04-02 15:14:59,-76,57,620075,0
1491,2024-04-02 15:15:04,-56,57,620075,0
1491,2024-04-02 15:15:44,-52,57,620075,0
1491,2024-04-02 15:15:49,-74,57,620075,0
1491,2024-04-02 15:15:58,-82,57,620075,0
1491,2024-04-02 15:16:02,-74,57,620075,0
1491,2024-04-02 15:17:41,-95,57,620075,0
1491,2024-04-02 15:17:45,-63,57,620075,0
1491,2024-04-02 15:18:48,-63,57,620075,0
1491,2024-04-02 15:18:52,-87,57,620075,0
1491,2024-04-02 15:19:53,-95,57,620075,0
1491,2024-04-02 15:19:56,-72,57,620075,0
1491,2024-04-02 15:20:17,-74,57,620075,0
1491,2024-04-02 15:20:21,-79,57,620075,0
1491,2024-04-02 15:21:15,-76,57,620075,0
1491,2024-04-02 15:21:18,-87,57,620075,0
1491,2024-04-02 15:22:47,-91,57,620075,0
1491,2024-04-02 15:22:50,-76,57,620075,0
1491,2024-04-02 15:23:25,-92,57,620075,0
1491,2024-04-02 15:23:28,-78,57,620075,0
1491,2024-04-02 15:23:35,-78,57,620075,0
1491,2024-04-02 15:23:39,-76,57,620075,0
1492,2024-04-07 22:19:04,-81,31,500013,1
1492,2024-04-07 23:07:52,-74,31,500013,1
1492,2024-04-07 23:13:52,-78,31,500013,0
1500,2024-03-21 14:10:53,-73,31,500013,1
1540,2024-03-02 13:31:33,-74,19,400091,1
1595,2024-04-13 19:43:43,-82,19,400091,1
1595,2024-04-13 19:51:15,-90,19,400091,1
1605,2024-03-26 14:13:00,-74,20,700102,1
1762,2024-03-14 19:17:55,-49,19,500091,1
1845,2024-03-14 10:26:40,-104,20,700102,0
1845,2024-03-14 10:26:53,-102,20,700102,0
1845,2024-03-26 11:57:49,-84,20,700102,0
1845,2024-03-26 11:57:52,-11,20,700102,0
1856,2024-03-17 16:07:22,-78,31,500013,0
1856,2024-03-17 16:07:57,-75,31,500013,0
1856,2024-03-17 16:08:10,-73,31,500013,0
1856,2024-03-17 16:08:15,-98,31,500013,0
1856,2024-03-17 16:08:26,-78,31,500013,0
1856,2024-03-17 16:08:56,-76,31,500013,0
1856,2024-03-24 15:13:53,-82,31,500013,0
1856,2024-03-24 15:14:16,-73,31,500013,0
1856,2024-03-24 15:14:19,-92,31,500013,0
1856,2024-03-24 15:14:22,-74,31,500013,0
1856,2024-03-24 15:14:28,-90,31,500013,0
1856,2024-03-24 15:14:31,-71,31,500013,0
1856,2024-04-05 13:21:09,-82,31,500013,0
1856,2024-04-05 13:23:11,-78,31,500013,0
1944,2024-04-21 16:00:35,-70,31,500013,0
1944,2024-04-21 16:01:13,-68,31,500013,0
1957,2024-04-07 23:16:20,-57,31,500013,1
1957,2024-04-07 23:22:10,-64,31,500013,0
1976,2024-04-26 15:54:46,-66,31,500013,0
1976,2024-04-26 15:55:22,-70,31,500013,0
1988,2024-04-09 06:27:46,-81,16,501061,1
1990,2024-04-10 21:22:05,-70,16,501061,0
1990,2024-04-10 21:22:11,-79,16,501061,0
2003,2024-04-27 22:20:36,-93,16,501061,0
2003,2024-04-27 22:23:20,-99,16,501061,0
2264,2024-03-08 22:54:39,-78,31,500013,0
2264,2024-03-08 22:54:42,-52,31,500013,0
2265,2024-04-23 13:35:22,-76,31,500013,0
2265,2024-04-23 13:35:25,-74,31,500013,0
2317,2024-04-02 22:50:03,-64,19,400091,1
2356,2024-03-31 10:02:48,-96,19,500091,1
2371,2024-04-13 20:10:20,-72,19,500091,0
2371,2024-04-13 20:12:34,-69,19,500091,0
2385,2024-04-12 16:20:16,-88,19,500091,0
2385,2024-04-12 16:20:27,-80,19,500091,0
2387,2024-03-12 22:21:42,-74,19,500091,0
2387,2024-03-12 22:21:45,-64,19,500091,0
2387,2024-03-25 21:46:38,-70,19,500091,0
2387,2024-03-25 21:46:41,-73,19,500091,0
2470,2024-04-12 20:01:01,-86,19,500091,0
2470,2024-04-12 20:03:06,-60,19,500091,0
2495,2024-04-12 20:02:14,-74,19,500091,0
2495,2024-04-12 20:02:47,-86,19,500091,0
2613,2024-05-04 13:10:22,-74,19,400091,1
2650,2024-05-06 14:03:50,-78,19,400091,0
2650,2024-05-06 14:05:02,-69,19,400091,0
2673,2024-04-06 10:32:41,-82,19,500091,1
2673,2024-04-06 11:17:17,-70,19,500091,1
2673,2024-04-06 11:41:52,-87,19,500091,1
2782,2024-04-09 20:55:38,-87,16,601061,0
2782,2024-04-09 20:55:41,-92,16,601061,0
2863,2024-04-13 19:33:26,-68,19,500091,0
2863,2024-04-13 19:34:34,-66,19,500091,0
