iot_lora_id,port,arrtime,rssi,district,post_code,recording
3202,6,18/04/2024 20:13,-86,16,160106,audio/mpeg
5391,6,18/04/2024 20:35,-108,16,160051,audio/mpeg
3202,6,19/04/2024 00:59,-74,16,160106,audio/mpeg
3202,6,19/04/2024 01:15,-63,16,160106,audio/mpeg
3202,6,19/04/2024 01:41,-80,16,160106,audio/mpeg
3202,6,19/04/2024 02:16,-69,16,160106,audio/mpeg
3202,6,19/04/2024 02:33,-75,16,160106,audio/mpeg
3202,6,19/04/2024 02:45,-84,16,160106,audio/mpeg
3202,6,19/04/2024 02:45,-84,16,160106,audio/mpeg
3202,6,19/04/2024 02:51,-78,16,160106,audio/mpeg
3202,6,19/04/2024 02:51,-78,16,160106,audio/mpeg
3202,6,19/04/2024 02:57,-87,16,160106,audio/mpeg
3202,6,19/04/2024 03:14,-78,16,160106,audio/mpeg
3202,6,19/04/2024 03:22,-78,16,160106,audio/mpeg
3202,6,19/04/2024 03:29,-78,16,160106,audio/mpeg
3202,6,19/04/2024 04:08,-67,16,160106,audio/mpeg
3202,6,19/04/2024 04:30,-84,16,160106,audio/mpeg
3202,6,19/04/2024 04:49,-76,16,160106,audio/mpeg
3202,6,19/04/2024 05:25,-90,16,160106,audio/mpeg
3202,6,19/04/2024 07:58,-80,16,160106,audio/mpeg
9945,6,19/04/2024 11:01,-76,15,151121,audio/mpeg
3202,6,19/04/2024 13:51,-78,16,160106,audio/mpeg
14365,6,19/04/2024 13:53,-95,73,730003,audio/mpeg
3202,6,19/04/2024 14:05,-81,16,160106,audio/mpeg
3202,6,19/04/2024 17:14,-84,16,160106,audio/mpeg
3202,6,19/04/2024 17:30,-75,16,160106,audio/mpeg
3202,6,19/04/2024 17:30,-75,16,160106,audio/mpeg
3202,6,19/04/2024 17:36,-78,16,160106,audio/mpeg
3202,6,19/04/2024 18:02,-76,16,160106,audio/mpeg
3202,6,19/04/2024 19:55,-73,16,160106,audio/mpeg
3202,6,19/04/2024 19:57,-80,16,160106,audio/mpeg
3202,6,19/04/2024 19:58,-74,16,160106,audio/mpeg
3202,6,19/04/2024 19:58,-72,16,160106,audio/mpeg
3202,6,19/04/2024 20:00,-71,16,160106,audio/mpeg
3202,6,19/04/2024 20:11,-74,16,160106,audio/mpeg
3202,6,19/04/2024 20:14,-80,16,160106,audio/mpeg
3202,6,19/04/2024 20:17,-74,16,160106,audio/mpeg
3202,6,19/04/2024 20:17,-74,16,160106,audio/mpeg
3202,6,19/04/2024 20:23,-80,16,160106,audio/mpeg
3202,6,19/04/2024 20:33,-78,16,160106,audio/mpeg
3202,6,19/04/2024 20:33,-78,16,160106,audio/mpeg
3202,6,19/04/2024 20:39,-88,16,160106,audio/mpeg
3202,6,19/04/2024 20:46,-80,16,160106,audio/mpeg
3202,6,19/04/2024 21:05,-76,16,160106,audio/mpeg
3202,6,19/04/2024 21:14,-79,16,160106,audio/mpeg
3202,6,19/04/2024 21:14,-79,16,160106,audio/mpeg
3202,6,19/04/2024 21:19,-80,16,160106,audio/mpeg
3202,6,19/04/2024 21:43,-80,16,160106,audio/mpeg
3202,6,19/04/2024 22:24,-88,16,160106,audio/mpeg
3202,6,19/04/2024 22:40,-76,16,160106,audio/mpeg
3202,6,20/04/2024 00:17,-82,16,160106,audio/mpeg
3202,6,20/04/2024 00:31,-84,16,160106,audio/mpeg
3202,6,20/04/2024 00:39,-80,16,160106,audio/mpeg
3202,6,20/04/2024 00:39,-80,16,160106,audio/mpeg
3202,6,20/04/2024 00:44,-93,16,160106,audio/mpeg
3202,6,20/04/2024 00:52,-79,16,160106,audio/mpeg
3202,6,20/04/2024 00:52,-79,16,160106,audio/mpeg
3202,6,20/04/2024 00:58,-80,16,160106,audio/mpeg
3202,6,20/04/2024 00:58,-80,16,160106,audio/mpeg
3202,6,20/04/2024 01:03,-80,16,160106,audio/mpeg
3202,6,20/04/2024 01:03,-80,16,160106,audio/mpeg
3202,6,20/04/2024 01:08,-74,16,160106,audio/mpeg
3202,6,20/04/2024 01:16,-80,16,160106,audio/mpeg
3202,6,20/04/2024 01:16,-80,16,160106,audio/mpeg
3202,6,20/04/2024 01:22,-58,16,160106,audio/mpeg
3202,6,20/04/2024 01:22,-58,16,160106,audio/mpeg
3202,6,20/04/2024 01:26,-76,16,160106,audio/mpeg
3202,6,20/04/2024 01:34,-76,16,160106,audio/mpeg
3202,6,20/04/2024 01:49,-80,16,160106,audio/mpeg
3202,6,20/04/2024 02:05,-84,16,160106,audio/mpeg
3441,6,20/04/2024 02:09,-87,56,560257,audio/mpeg
3202,6,20/04/2024 02:14,-80,16,160106,audio/mpeg
3202,6,20/04/2024 02:24,-78,16,160106,audio/mpeg
3125,6,20/04/2024 10:06,-40,57,570026,audio/mpeg
17637,6,20/04/2024 13:56,-60,31,31017,audio/mpeg
13214,6,20/04/2024 16:58,-66,46,461022,audio/mpeg
15897,6,21/04/2024 02:24,-87,46,46003,audio/mpeg
3125,6,21/04/2024 11:41,-75,57,570026,audio/mpeg
6376,6,21/04/2024 16:34,-70,16,160051,audio/mpeg
3458,6,21/04/2024 18:09,-80,56,560257,audio/mpeg
12446,6,21/04/2024 21:38,-86,73,730003,audio/mpeg
3085,6,22/04/2024 09:01,-76,16,160105,audio/mpeg
17637,6,22/04/2024 09:17,-62,31,31017,audio/mpeg
12533,6,22/04/2024 10:28,-67,46,46003,audio/mpeg
18462,6,22/04/2024 12:14,-56,31,31017,audio/mpeg
11103,6,22/04/2024 21:18,-81,15,151123,audio/mpeg
11103,6,22/04/2024 21:18,-81,15,151123,audio/mpeg
11103,6,22/04/2024 21:23,-84,15,151123,audio/mpeg
5041,6,22/04/2024 23:28,-52,14,140151,audio/mpeg
18984,6,23/04/2024 01:15,-57,33,330033,audio/mpeg
17324,6,23/04/2024 14:01,-72,46,461023,audio/mpeg
22101,6,25/04/2024 10:18,-67,15,15009,audio/mpeg
8996,6,26/04/2024 05:43,-81,19,190004,audio/mpeg
14578,6,26/04/2024 10:07,-69,73,730003,audio/mpeg
13503,6,26/04/2024 14:17,-80,46,460012,audio/mpeg
14419,6,26/04/2024 14:32,-84,56,56042,audio/mpeg
6386,6,26/04/2024 19:40,-73,16,160051,audio/mpeg
6120,6,27/04/2024 11:18,-58,21,210047,audio/mpeg
19857,6,27/04/2024 17:28,-82,19,190007,audio/mpeg
19857,6,27/04/2024 17:49,-90,19,190007,audio/mpeg
19857,6,27/04/2024 18:07,-84,19,190007,audio/mpeg
9052,6,27/04/2024 18:58,-88,21,210047,audio/mpeg
6483,6,27/04/2024 20:22,-88,37,37009,audio/mpeg
19857,6,27/04/2024 20:47,-85,19,190007,audio/mpeg
19857,6,27/04/2024 20:54,-90,19,190007,audio/mpeg
19857,6,27/04/2024 21:20,-85,19,190007,audio/mpeg
19857,6,27/04/2024 23:03,-92,19,190007,audio/mpeg
20039,6,28/04/2024 03:41,-88,19,190009,audio/mpeg
19857,6,28/04/2024 06:41,-84,19,190007,audio/mpeg
19857,6,28/04/2024 07:47,-85,19,190007,audio/mpeg
1330,6,28/04/2024 09:39,-70,19,190004,audio/mpeg
10074,6,28/04/2024 13:45,-66,56,560257,audio/mpeg
7858,6,28/04/2024 16:41,-92,33,330061,audio/mpeg
13936,6,28/04/2024 19:07,-56,56,560217,audio/mpeg
13936,6,28/04/2024 19:07,-56,56,560217,audio/mpeg
19857,6,29/04/2024 06:57,-88,19,190007,audio/mpeg
7310,6,29/04/2024 08:10,-54,19,190004,audio/mpeg
19049,6,29/04/2024 09:18,-69,19,190007,audio/mpeg
18917,6,29/04/2024 10:18,-64,19,190007,audio/mpeg
19857,6,29/04/2024 10:29,-86,19,190007,audio/mpeg
19857,6,29/04/2024 23:52,-86,19,190007,audio/mpeg
19857,6,30/04/2024 05:01,-74,19,190007,audio/mpeg
19857,6,30/04/2024 05:16,-88,19,190007,audio/mpeg
19857,6,30/04/2024 05:16,-88,19,190007,audio/mpeg
19857,6,30/04/2024 05:22,-88,19,190007,audio/mpeg
19857,6,30/04/2024 05:49,-100,19,190007,audio/mpeg
19857,6,30/04/2024 06:06,-88,19,190007,audio/mpeg
19857,6,30/04/2024 06:22,-90,19,190007,audio/mpeg
19857,6,30/04/2024 07:02,-90,19,190007,audio/mpeg
19857,6,30/04/2024 07:14,-90,19,190007,audio/mpeg
19857,6,30/04/2024 07:37,-88,19,190007,audio/mpeg
19857,6,30/04/2024 07:48,-87,19,190007,audio/mpeg
19857,6,30/04/2024 08:13,-87,19,190007,audio/mpeg
19857,6,30/04/2024 09:28,-100,19,190007,audio/mpeg
19857,6,30/04/2024 09:56,-90,19,190007,audio/mpeg
6520,6,30/04/2024 11:32,-86,33,330062,audio/mpeg
19857,6,30/04/2024 13:05,-82,19,190007,audio/mpeg
19857,6,30/04/2024 14:07,-81,19,190007,audio/mpeg
19857,6,30/04/2024 16:11,-88,19,190007,audio/mpeg
19857,6,30/04/2024 16:18,-86,19,190007,audio/mpeg
19857,6,30/04/2024 16:18,-86,19,190007,audio/mpeg
19857,6,30/04/2024 16:25,-88,19,190007,audio/mpeg
19857,6,30/04/2024 17:08,-90,19,190007,audio/mpeg
19857,6,30/04/2024 18:17,-85,19,190007,audio/mpeg
19857,6,30/04/2024 19:30,-85,19,190007,audio/mpeg
19857,6,30/04/2024 20:23,-78,19,190007,audio/mpeg
19857,6,30/04/2024 22:40,-88,19,190007,audio/mpeg
19857,6,30/04/2024 23:31,-85,19,190007,audio/mpeg
7231,6,01/05/2024 11:23,-88,9,90019,audio/mpeg
19857,6,02/05/2024 02:07,-86,19,190007,audio/mpeg
7043,6,02/05/2024 12:48,-87,9,90019,audio/mpeg
14233,6,02/05/2024 13:03,-63,56,56042,audio/mpeg
19515,6,02/05/2024 15:03,-72,56,56042,audio/mpeg
19133,6,02/05/2024 17:15,-72,19,190007,audio/mpeg
18347,6,02/05/2024 19:28,-58,27,271001,audio/mpeg
7571,6,03/05/2024 10:38,-90,33,330061,audio/mpeg
19857,6,04/05/2024 00:08,-86,19,190007,audio/mpeg
2613,6,04/05/2024 13:10,-74,19,190004,audio/mpeg
6871,6,04/05/2024 22:38,-89,16,160051,audio/mpeg
6871,6,04/05/2024 22:56,-90,16,160051,audio/mpeg
6871,6,04/05/2024 23:53,-86,16,160051,audio/mpeg
6871,6,05/05/2024 00:06,-90,16,160051,audio/mpeg
9862,6,05/05/2024 19:47,-67,15,151121,audio/mpeg
19857,6,05/05/2024 21:43,-84,19,190007,audio/mpeg
13948,6,05/05/2024 22:44,-93,56,560217,audio/mpeg
13719,6,06/05/2024 00:14,-48,46,460012,audio/mpeg
13719,6,06/05/2024 00:21,-48,46,460012,audio/mpeg
18186,6,06/05/2024 11:44,-92,27,271001,audio/mpeg
18186,6,06/05/2024 11:59,-77,27,271001,audio/mpeg
7671,6,06/05/2024 17:36,-86,16,160051,audio/mpeg
8851,6,07/05/2024 13:40,-90,33,330062,audio/mpeg
20054,6,07/05/2024 19:45,-64,56,56042,audio/mpeg
20054,6,07/05/2024 19:47,-76,56,56042,audio/mpeg
20054,6,07/05/2024 19:48,-81,56,56042,audio/mpeg
8759,6,08/05/2024 05:00,-88,46,460544,audio/mpeg
19857,6,08/05/2024 05:16,-74,19,190007,audio/mpeg
19857,6,08/05/2024 06:09,-85,19,190007,audio/mpeg
19857,6,08/05/2024 07:58,-85,19,190007,audio/mpeg
19857,6,08/05/2024 08:19,-86,19,190007,audio/mpeg
19857,6,08/05/2024 09:54,-86,19,190007,audio/mpeg
20054,6,08/05/2024 10:18,-72,56,56042,audio/mpeg
20054,6,08/05/2024 10:18,-58,56,56042,audio/mpeg
20054,6,08/05/2024 10:22,-63,56,56042,audio/mpeg
20054,6,08/05/2024 11:34,-62,56,56042,audio/mpeg
20054,6,08/05/2024 13:33,-64,56,56042,audio/mpeg
20054,6,08/05/2024 14:47,-64,56,56042,audio/mpeg
20054,6,08/05/2024 18:46,-60,56,56042,audio/mpeg
20054,6,08/05/2024 18:55,-78,56,56042,audio/mpeg
20054,6,08/05/2024 18:55,-78,56,56042,audio/mpeg
20054,6,08/05/2024 18:57,-68,56,56042,audio/mpeg
20054,6,08/05/2024 18:57,-68,56,56042,audio/mpeg
20054,6,08/05/2024 19:00,-60,56,56042,audio/mpeg
20054,6,08/05/2024 19:00,-60,56,56042,audio/mpeg
