Date,AH,CGH,KTPH,NTFGH,NUH(A),SGH,SKH,TTSH,WH
26/12/23,0.9,0.84,1,0.94,0.84,0.88,0.91,0.97,
27/12/23,0.88,0.83,1,0.91,0.85,0.89,0.9,0.96,
28/12/23,0.85,0.83,1,0.9,0.87,0.86,0.88,0.97,
29/12/23,0.82,0.8,0.98,0.88,0.84,0.83,0.88,0.95,
30/12/23,0.78,0.78,1,0.88,0.79,0.79,0.86,0.95,
31/12/23,0.8,0.79,1,0.92,0.78,0.77,0.85,0.96,
1/1/24,0.813,0.820412169,1,0.923,0.800445931,0.807930607,0.872,0.989010989,
2/1/24,0.817,0.83218842,1,0.938,0.828125,0.833952912,0.914285714,0.981387479,
3/1/24,0.838,0.824337586,1,0.924,0.856187291,0.857585139,0.917714286,0.98816568,
4/1/24,0.799,0.827281649,1,0.918,0.858416945,0.868193069,0.900571429,0.993248945,
5/1/24,0.802,0.812561335,1,0.893,0.818283166,0.858292079,0.889142857,0.977118644,
6/1/24,0.777,0.824337586,1,0.908,0.810479376,0.840965347,0.881142857,0.981355932,
7/1/24,0.809,0.8390579,1,0.903,0.827201784,0.852631579,0.902857143,1,
8/1/24,0.795,0.840039254,1,0.904,0.877369008,0.87755102,0.918857143,1,
9/1/24,0.842,0.849852797,1,0.893,0.898550725,0.888068881,0.904,0.993237532,
10/1/24,0.86,0.837095191,0.998,0.893,0.89632107,0.875230486,0.906285714,0.988145639,
11/1/24,0.835,0.823356232,0.988,0.899,0.883928571,0.874922982,0.884571429,0.975465313,
12/1/24,0.784,0.834151129,0.958,0.861,0.877094972,0.861748295,0.878857143,0.965283658,
13/1/24,0.759,0.73797841,0.949,0.875,0.825698324,0.855279503,0.872,0.975423729,
14/1/24,0.799,0.842983317,0.965,0.898,0.842809365,0.862928349,0.892571429,0.99661304,
15/1/24,0.835,0.834151129,1,0.908,0.871651786,0.893590541,0.906285714,0.991525424,
16/1/24,0.794,0.842983317,0.983,0.909,0.891620112,0.901119403,0.917714286,0.996598639,
17/1/24,0.783,0.847890088,0.998,0.885,0.86681465,0.889234599,0.896,0.977099237,
18/1/24,0.755,0.8390579,1,0.888,0.847946726,0.89068323,0.899428571,0.97125951,
19/1/24,0.752,0.824337586,0.991,0.883,0.815555556,0.862111801,0.875428571,0.947590871,
20/1/24,0.738,0.835132483,0.99,0.89,0.774694784,0.847058824,0.866285714,0.938983051,
21/1/24,0.755,0.835132483,1,0.888,0.805771365,0.867656153,0.898285714,0.975465313,
22/1/24,0.773,0.862610402,1,0.886,0.847946726,0.876314162,0.878857143,0.9755,
23/1/24,0.776,0.858684985,1,0.876,0.857935627,0.892592593,0.902857143,0.9771,
24/1/24,0.724,0.847890088,1,0.865,0.852386238,0.884093711,0.914285714,0.9797,
25/1/24,0.647,0.850834151,1,0.871,0.849056604,0.885802469,0.902857143,0.9704,
26/1/24,0.636,0.829244357,0.986,0.845,0.831298557,0.855377009,0.881142857,0.9652,
27/1/24,0.636,0.828263003,0.989,0.889,0.790233074,0.838589981,0.876571429,0.9353,
28/1/24,0.692,0.840039254,1,0.918,0.780244173,0.857408555,0.905142857,0.954,
29/1/24,0.776,0.848871443,1,0.912,0.832408435,0.88447205,0.908571429,0.977040816,
30/1/24,0.773,0.840039254,0.99,0.902,0.87791343,0.889506173,0.918857143,0.971039182,
31/1/24,0.724,0.829244357,1,0.909,0.86681465,0.897530864,0.896,0.951557093,
1/2/24,0.619,0.836113837,0.995,0.908,0.865704772,0.882716049,0.896,0.954042553,
2/2/24,0.622,0.801766438,0.974,0.866,0.836302895,0.863131936,0.833142857,0.920851064,
3/2/24,0.636,0.794896958,0.995,0.875,0.8190899,0.814814815,0.842285714,0.931914894,
4/2/24,0.696,0.821393523,0.979,0.89,0.817980022,0.839651958,0.878857143,0.965106383,
5/2/24,0.706,0.823356232,1,0.881,0.876529477,0.863269111,0.873142857,0.961669506,
6/2/24,0.727,0.821393523,0.98,0.904,0.857777778,0.860148515,0.885714286,0.970161978,
7/2/24,0.647,0.803729146,0.915,0.857,0.813540511,0.821782178,0.851428571,0.91965812,
8/2/24,0.563,0.76545633,0.868,0.831,0.764705882,0.73872761,0.776,0.833475662,
9/2/24,0.497,0.701668302,0.877,0.746,0.639289678,0.625465839,0.643428571,0.703418803,
10/2/24,0.486,0.707556428,0.915,0.755,0.630410655,0.615145872,0.644571429,0.715627669,
11/2/24,0.531,0.749,0.915,0.803,0.640399556,0.652173913,0.684571429,0.785653288,
12/2/24,0.605,0.782,0.991,0.876,0.689234184,0.725465839,0.776,0.865302643,
13/2/24,0.594,0.797,0.995,0.898,0.781354051,0.795652174,0.824,0.893435635,
14/2/24,0.615,0.796,0.996,0.9,0.793562708,0.824,0.849142857,0.895319149,
15/2/24,0.671,0.819,1,0.904,0.842397336,0.82635468,0.875428571,0.877237852,
16/2/24,0.633,0.815,0.996,0.888,0.826859046,0.819581281,0.836571429,0.854095563,
17/2/24,0.629,0.794,1,0.909,0.79245283,0.798272671,0.792,0.875426621,
18/2/24,0.689,0.809617272,1,0.899,0.810210877,0.819692308,0.843428571,0.924914676,
19/2/24,0.759,0.814524043,1,0.889,0.841287458,0.859076923,0.884571429,0.964285714,
20/2/24,0.78,0.817468106,1,0.898,0.861265261,0.867692308,0.899428571,0.964316058,
21/2/24,0.818,0.805691855,1,0.888,0.865406007,0.865230769,0.905142857,0.960917587,
22/2/24,0.801,0.822374877,1,0.903,0.859045505,0.867773678,0.907428571,0.96692112,
23/2/24,0.717,0.823356232,1,0.86,0.854605993,0.839087546,0.881142857,0.956595745,
24/2/24,0.671,0.822374877,0.978,0.856,0.841287458,0.82008626,0.860571429,0.956706282,
25/2/24,0.685,0.888125613,1,0.884,0.831298557,0.847342398,0.899428571,0.966949153,
26/2/24,0.752,0.915603533,1,0.89,0.864594895,0.871985158,0.92,0.9695,
27/2/24,0.794,0.882237488,1,0.884,0.87236404,0.876390606,0.930285714,0.9558,
28/2/24,0.804,0.878312071,1,0.899,0.86681465,0.888406696,0.922285714,0.9543,
29/2/24,0.811,0.874386654,1,0.891,0.861111111,0.892459827,0.898285714,0.9601,
1/3/24,0.783,0.874386654,1,0.862,0.833518313,0.868064118,0.867428571,0.916737468,
2/3/24,0.741,0.885181551,1,0.88,0.798888889,0.845679012,0.866285714,0.934579439,
3/3/24,0.745,0.899901865,1,0.91,0.791342952,0.85528757,0.906285714,0.909940527,
4/3/24,0.766,0.917566241,1,0.929,0.828888889,0.872603587,0.907428571,0.949957591,
5/3/24,0.78,0.910696762,0.996,0.884,0.855394883,0.877639752,0.910857143,0.96434635,
6/3/24,0.752,0.908734053,0.997,0.87,0.842397336,0.881440099,0.917714286,0.967769296,
7/3/24,0.713,0.893032385,1,0.854,0.821309656,0.878411911,0.891428571,0.937288136,
8/3/24,0.664,0.877330716,1,0.846,0.795555556,0.843246592,0.893714286,0.923404255,
9/3/24,0.65,0.886162905,1,0.822,0.762222222,0.825870647,0.848,0.932880204,
10/3/24,0.664,0.888125613,1,0.855,0.776914539,0.85083903,0.870857143,0.967741935,
11/3/24,0.668,0.887144259,1,0.881,0.82,0.866376631,0.901714286,0.966072943,
12/3/24,0.65,0.909715407,1,0.871,0.822222222,0.889303483,0.900571429,0.946474087,
13/3/24,0.608,0.884200196,1,0.884,0.836666667,0.905765654,0.898285714,0.934579439,
14/3/24,0.622,0.887144259,1,0.881,0.857935627,0.893366398,0.894857143,0.920338983,
15/3/24,0.542,0.878312071,1,0.88,0.862068966,0.859962986,0.873142857,0.885957447,
16/3/24,0.601,0.875368008,1,0.888,0.825555556,0.835811648,0.834285714,0.875638842,
17/3/24,0.622,0.883218842,1,0.886,0.84538376,0.848085374,0.865142857,0.906382979,
18/3/24,0.71,0.896957802,1,0.889,0.886540601,0.876418663,0.896,0.933503836,
19/3/24,0.703,0.884200196,1,0.894,0.892341842,0.851736973,0.889142857,0.951530612,
20/3/24,0.682,0.889106968,1,0.893,0.881243063,0.871028037,0.883428571,0.947278912,
21/3/24,0.692,0.901864573,1,0.878,0.863485017,0.857940447,0.848,0.935319149,
22/3/24,0.605,0.897939156,1,0.879,0.847946726,0.824735861,0.833142857,0.912,
23/3/24,0.58,0.89892051,1,0.874,0.797777778,0.807835821,0.834285714,0.916949153,
24/3/24,0.612,0.907752699,1,0.889,0.790233074,0.847256858,0.867428571,0.9543,
25/3/24,0.668,0.90578999,1,0.873,0.810210877,0.867830424,0.899428571,0.9736,
26/3/24,0.675,0.903827282,1,0.891,0.800221976,0.861748295,0.891428571,0.9635,
27/3/24,0.664,0.888125613,1,0.883,0.79245283,0.873527588,0.900571429,0.9711,
28/3/24,0.622,0.884200196,1,0.879,0.79245283,0.855466337,0.856,0.9414,
29/3/24,0.598,0.866535819,1,0.835,0.722530522,0.831683168,0.822857143,0.9337,
30/3/24,0.643,0.888125613,1,0.856,0.743618202,0.836532508,0.849142857,0.954,
31/3/24,0.692,0.896957802,1,0.883,0.763333333,0.851920694,0.892571429,0.96692112,
1/4/24,0.759,0.899901865,1,0.891,0.801156069,0.879107254,0.900571429,0.966836735,
2/4/24,0.794,0.917566241,1,0.895,0.805280528,0.893986361,0.902857143,0.949066214,
3/4/24,0.734,0.903827282,1,0.91,0.790979098,0.905765654,0.896,0.93707483,
4/4/24,0.741,0.895976447,1,0.909,0.809680968,0.898389095,0.867428571,0.923469388,
5/4/24,0.643,0.894013739,0.971,0.861,0.820682068,0.864647713,0.852571429,0.911564626,
6/4/24,0.629,0.895976447,0.981,0.859,0.741189427,0.831683168,0.817142857,0.934468085,
7/4/24,0.685,0.90578999,0.985,0.889,0.772277228,0.859987554,0.860571429,0.94991511,
8/4/24,0.664,0.914622179,0.991,0.885,0.807268722,0.877411325,0.866285714,0.9423,
9/4/24,0.682,0.883218842,0.956,0.854,0.748074807,0.864174455,0.865142857,0.908,
10/4/24,0.657,0.877330716,0.96,0.87,0.685368537,0.85616863,0.854857143,0.9218,
11/4/24,0.678,0.870461237,0.989,0.91,0.764576458,0.881587105,0.882285714,0.9201,
12/4/24,0.636,0.877330716,0.966,0.859,0.748074807,0.878580324,0.857142857,0.892,
13/4/24,0.633,0.872423945,0.95,0.86,0.698569857,0.850560399,0.866285714,0.9082,
14/4/24,0.65,0.888125613,0.996,0.904,0.735973597,0.8725,0.869714286,0.9415,
15/4/24,0.678,0.906771344,0.983,0.919,0.794279428,0.900625,0.892571429,0.95350803,
16/4/24,0.657,0.910696762,0.983,0.9,0.804180418,0.895755306,0.900571429,0.956925676,
17/4/24,0.64,0.909715407,1,0.865,0.806167401,0.880774032,0.889142857,0.921119593,
18/4/24,0.622,0.894995093,1,0.85,0.827282728,0.88639201,0.862857143,0.901360544,
19/4/24,0.598,0.876349362,0.983,0.835,0.841584158,0.855271366,0.827428571,0.892098556,
20/4/24,0.608,0.891069676,0.994,0.849,0.775330396,0.849563046,0.786285714,0.888888889,
21/4/24,0.622,0.896957802,1,0.886,0.799779978,0.858213616,0.832,0.916,
22/4/24,0.675,0.894995093,1,0.889,0.837183718,0.892857143,0.902857143,0.9134,
23/4/24,0.699,0.891069676,1,0.902,0.837183718,0.877576515,0.897142857,0.921,
24/4/24,0.678,0.902845927,1,0.884,0.853685369,0.882573392,0.900571429,0.9338,
25/4/24,0.671,0.882237488,1,0.841,0.849284928,0.874453467,0.889142857,0.923,
26/4/24,0.594,0.874386654,1,0.814,0.809680968,0.865792759,0.868571429,0.8828,
27/4/24,0.622,0.879293425,1,0.801,0.779977998,0.843847595,0.862857143,0.8969,
28/4/24,0.654,0.89892051,1,0.819,0.807480748,0.8725,0.893714286,0.9302,
29/4/24,0.72,0.916584887,1,0.87,0.851485149,0.866459627,0.872,0.951,
30/4/24,0.773,0.910696762,1,0.843,0.853685369,0.874143302,0.877714286,0.936,
1/5/24,0.769,0.896957802,1,0.852,0.852422907,0.869158879,0.877714286,0.953,
2/5/24,0.773,0.920510304,1,0.89,0.877887789,0.887850467,0.884571429,0.955,
3/5/24,0.699,0.890088322,1,0.879,0.861386139,0.87967581,0.860571429,0.958,
4/5/24,0.678,0.893032385,1,0.865,0.808580858,0.873520249,0.862857143,0.958,
5/5/24,0.72,0.904808636,1,0.895,0.823982398,0.881693649,0.892571429,0.978,
6/5/24,0.762,0.925417076,0.997,0.903,0.870044053,0.897882939,0.889142857,0.978741497,
7/5/24,0.839,0.922473013,0.985,0.893,0.881188119,0.900500626,0.896,0.970212766,
8/5/24,0.832,0.910696762,0.966,0.893,0.850385039,0.912335629,0.923428571,0.957374254,
9/5/24,0.752,0.907752699,0.951,0.9,0.844713656,0.90169067,0.902857143,0.944491887,
10/5/24,0.671,0.894995093,0.907,0.909,0.814081408,0.872807018,0.888,0.928571429,
11/5/24,0.647,0.894995093,1,0.9129,0.775577558,0.870300752,0.882285714,0.936278675,
12/5/24,0.65,0.908734053,1,0.947,0.815181518,0.88375,0.905142857,0.978687127,
13/5/24,0.675,0.900883219,1,0.934,0.860286029,0.878504673,0.905142857,0.969230769,
14/5/24,0.811,0.904808636,1,0.909,0.862486249,0.886533666,0.905142857,0.967465753,
15/5/24,0.808,0.909715407,1,0.936,0.841584158,0.881175735,0.899428571,0.955555556,
16/5/24,0.759,0.90578999,0.99,0.904,0.864686469,0.87742339,0.877714286,0.955517536,
17/5/24,0.661,0.897939156,0.946,0.876,0.823982398,0.866791745,0.858285714,0.907692308,
18/5/24,0.671,0.902845927,0.994,0.881,0.786343612,0.853658537,0.824,0.917094017,
19/5/24,0.685,0.906771344,0.898,0.912,0.813259669,0.873291925,0.849142857,0.956447481,
20/5/24,0.738,0.90578999,1,0.908,0.849118943,0.891304348,0.904,0.9581,
21/5/24,0.72,0.91952895,0.998,0.915,0.845814978,0.869646182,0.896,0.9412,
22/5/24,0.696,0.913640824,1,0.905,0.821782178,0.872208437,0.896,0.9412,
23/5/24,0.748,0.901864573,1,0.907,0.864686469,0.878957169,0.902857143,0.9379,
24/5/24,0.717,0.893032385,1,0.865,0.839383938,0.85261194,0.884571429,0.9206,
25/5/24,0.699,0.906771344,0.995,0.88,0.815181518,0.844196151,0.882285714,0.9267,
26/5/24,0.731,0.91265947,1,0.89,0.821585903,0.86716792,0.898285714,0.961669506,
27/5/24,0.811,0.92639843,0.997,0.912,0.866886689,0.888125,0.905681818,0.944633731,
28/5/24,0.85,0.910696762,1,0.897,0.871287129,0.893058161,0.897727273,0.943734015,
29/5/24,0.857,0.925417076,0.997,0.902,0.864537445,0.879375,0.930681818,0.941929974,
30/5/24,0.818,0.915603533,0.989,0.886,0.855726872,0.87742339,0.896590909,0.947952218,
31/5/24,0.769,0.909715407,0.965,0.862,0.838283828,0.861961274,0.875,0.935153584,
1/6/24,0.766,0.907752699,0.965,0.854,0.794052863,0.838226109,0.869318182,0.953031597,
2/6/24,0.794,0.894013739,0.995,0.889,0.818281938,0.842598376,0.889772727,0.96331058,
3/6/24,0.801,0.889106968,1,0.914,0.841584158,0.859277709,0.909090909,0.971867008,
4/6/24,0.843,0.896957802,1,0.903,0.870187019,0.885714286,0.901136364,0.973549488,
5/6/24,0.811,0.903827282,1,0.902,0.865786579,0.873291925,0.905681818,0.95229983,
6/6/24,0.85,0.909715407,1,0.902,0.871287129,0.873213176,0.871590909,0.95229983,
7/6/24,0.776,0.880274779,0.953,0.866,0.843784378,0.852244389,0.859090909,0.931914894,
8/6/24,0.727,0.864573111,0.962,0.885,0.825082508,0.828553616,0.879545455,0.941326531,
9/6/24,0.78,0.886162905,0.986,0.905,0.849118943,0.848409233,0.9,0.9635,
10/6/24,0.808,0.896957802,1,0.8915,0.870187019,0.894572676,0.910227273,0.9719,
11/6/24,0.776,0.877330716,1,0.881,0.860286029,0.891304348,0.931818182,0.953,
12/6/24,0.752,0.881256133,0.986,0.884,0.849118943,0.890198511,0.889772727,0.9371,
13/6/24,0.724,0.888125613,0.967,0.91,0.837183718,0.9,0.8875,0.9294,
14/6/24,0.71,0.880274779,0.961,0.889,0.824696803,0.86405959,0.882954545,0.9023,
15/6/24,0.748,0.874386654,0.943,0.869,0.772277228,0.836126629,0.831818182,0.9147,
16/6/24,0.713,0.862610402,0.957,0.883,0.745874587,0.808933002,0.842045455,0.9436,
17/6/24,0.703,0.89205103,0.965,0.897,0.775577558,0.841713222,0.885227273,0.9761,
18/6/24,0.741,0.896957802,1,0.915,0.831497797,0.894540943,0.902272727,0.978777589,
19/6/24,0.752,0.887144259,0.968,0.902,0.838283828,0.895096214,0.894318182,0.979591837,
20/6/24,0.766,0.901864573,0.94,0.881,0.829482948,0.872828784,0.906818182,0.954003407,
21/6/24,0.72,0.896957802,0.932,0.851,0.800880088,0.859801489,0.886363636,0.925831202,
22/6/24,0.703,0.89892051,0.932,0.852,0.754675468,0.839230292,0.880681818,0.916382253,
23/6/24,0.727,0.896957802,0.931,0.876,0.781078108,0.863125,0.893181818,0.950638298,0.693
24/6/24,0.815,0.901864573,0.927,0.878,0.853685369,0.887570269,0.911363636,0.960135708,0.75
25/6/24,0.825,0.90578999,0.948,0.874,0.847084708,0.876327295,0.930681818,0.955008489,0.755
26/6/24,0.804,0.89892051,0.962,0.895,0.834983498,0.866333542,0.898776418,0.945670628,0.684
27/6/24,0.71,0.889106968,0.949,0.897,0.845984598,0.881324172,0.901001112,0.924319728,0.668
28/6/24,0.673,0.875368008,0.941,0.894,0.815181518,0.843088418,0.872080089,0.909013605,0.59
29/6/24,0.636,0.868498528,0.959,0.889,0.779977998,0.802231866,0.853170189,0.925106383,0.612
30/6/24,0.662,0.881256133,0.965,0.895,0.801980198,0.839230292,0.880978865,0.953191489,0.657
1/7/24,0.748,0.882237488,0.965,0.914,0.825082508,0.855548667,0.906562848,0.95140665,0.66
2/7/24,0.727,0.896957802,0.975,0.919,0.806380638,0.865301055,0.898776418,0.942324003,0.71
3/7/24,0.734,0.910696762,0.962,0.909,0.805280528,0.855990068,0.907675195,0.921119593,0.684
4/7/24,0.692,0.907752699,0.945,0.908,0.809680968,0.854127871,0.897664071,0.94057725,0.769
5/7/24,0.647,0.908734053,0.943,0.886,0.763476348,0.821628341,0.88320356,0.913969336,0.642
6/7/24,0.619,0.909715407,0.933,0.866,0.730176211,0.7960199,0.878754171,0.934579439,0.631
7/7/24,0.65,0.899901865,0.945,0.893,0.739273927,0.81,0.903225806,0.9508,0.676
8/7/24,0.72,0.917566241,0.951,0.897,0.778634361,0.847553325,0.906562848,0.9482,0.722
9/7/24,0.741,0.914622179,0.965,0.894,0.818481848,0.856426332,0.899888765,0.9515,0.717
10/7/24,0.699,0.889106968,0.934,0.874,0.808158765,0.865372574,0.905450501,0.943,0.693
11/7/24,0.678,0.885181551,0.901,0.878,0.803964758,0.862241703,0.884315907,0.9413,0.666
12/7/24,0.65,0.889106968,0.885,0.857,0.823982398,0.836568566,0.882091212,0.9191,0.64171123
13/7/24,0.626,0.903827282,0.89,0.885,0.786578658,0.797745773,0.872080089,0.926,0.652406417
14/7/24,0.657,0.909715407,0.919,0.897,0.817381738,0.81,0.902113459,0.9577,0.676470588
15/7/24,0.71,0.914622179,0.932,0.913,0.862486249,0.838548185,0.895439377,0.944821732,0.687165775
16/7/24,0.727,0.913640824,0.903,0.895,0.849284928,0.842598376,0.901001112,0.945054945,0.692513369
17/7/24,0.727,0.906771344,0.9,0.876,0.860286029,0.852776045,0.884315907,0.939034716,0.746
18/7/24,0.717,0.906771344,0.88,0.886,0.850385039,0.86338116,0.874304783,0.94458653,0.735
19/7/24,0.675,0.885181551,0.866,0.855,0.818481848,0.838528678,0.873192436,0.936332767,0.674
20/7/24,0.636,0.903827282,0.873,0.85,0.781078108,0.805607477,0.870967742,0.927782498,0.684491979
21/7/24,0.647,0.89892051,0.875,0.874,0.798679868,0.824332713,0.886540601,0.953389831,0.759
22/7/24,0.72,0.907752699,0.91,0.894,0.874449339,0.855369336,0.88320356,0.957555178,0.821
23/7/24,0.703,0.908734053,0.905,0.881,0.844884488,0.867783985,0.878754171,0.952340426,0.767
24/7/24,0.706,0.897939156,0.902,0.904,0.849284928,0.869943995,0.88320356,0.948173322,0.746
25/7/24,0.717,0.897939156,0.921,0.883,0.838283828,0.865049751,0.88320356,0.935208866,0.762
26/7/24,0.696,0.900883219,0.833,0.845,0.795379538,0.82630273,0.869855395,0.910562181,0.69
27/7/24,0.699,0.913640824,0.844,0.84,0.738699008,0.80707196,0.85650723,0.920851064,0.667
28/7/24,0.71,0.908734053,0.878,0.852,0.734,0.820719603,0.878754171,0.9515,0.706
29/7/24,0.72,0.896957802,0.885,0.8686,0.812,0.849875931,0.893214683,0.9668,0.743
30/7/24,0.72,0.917566241,0.908,0.8776,0.824,0.872129112,0.880978865,0.9337,0.741
31/7/24,0.727,0.910696762,0.901,0.8647,0.814,0.86654252,0.791991101,0.9499,0.704
1/8/24,0.72,0.901864573,0.904,0.8119,0.836,0.860955928,0.805339266,0.9246,0.722
2/8/24,0.664,0.887144259,0.861,0.798,0.814,0.836126629,0.793103448,0.8874,0.709
3/8/24,0.626,0.89205103,0.84,0.7879,0.782,0.814285714,0.776418242,0.904,0.733
4/8/24,0.647,0.901864573,0.869,0.8321,0.803,0.822871349,0.862068966,0.926,0.775
5/8/24,0.661,0.911678116,0.891,0.842,0.85,0.846393035,0.872080089,0.923728814,0.788
6/8/24,0.624,0.907752699,0.88,0.823,0.855,0.839851024,0.872080089,0.903553299,0.778
7/8/24,0.634,0.889106968,0.847,0.789,0.814,0.832193909,0.863181313,0.878275571,0.712
8/8/24,0.624,0.84592738,0.742,0.751,0.784,0.81,0.822024472,0.795762712,0.706349206
9/8/24,0.617,0.842001963,0.722,0.749,0.748,0.781465247,0.804226919,0.822731128,0.73015873
10/8/24,0.577,0.863591757,0.751,0.799,0.744,0.786072773,0.814238042,0.846740051,0.722222222
11/8/24,0.597,0.874386654,0.792,0.851,0.793,0.804511278,0.850945495,0.896697714,0.786
12/8/24,0.648,0.891069676,0.815,0.866,0.854,0.839598997,0.847608454,0.905325444,0.773
13/8/24,0.648,0.896957802,0.841,0.886,0.843,0.830941984,0.853170189,0.91962775,0.81
14/8/24,0.621,0.885181551,0.822,0.873,0.825,0.86123211,0.844271413,0.910093299,0.73
15/8/24,0.654,0.889106968,0.794,0.865,0.824,0.850653391,0.847608454,0.907783418,0.642
16/8/24,0.597,0.872423945,0.748,0.831,0.796,0.81874612,0.834260289,0.861747243,0.617
17/8/24,0.604,0.881256133,0.704,0.83,0.766,0.774113255,0.805339266,0.862447257,0.607
18/8/24,0.621,0.895976447,0.751,0.831,0.784,0.790262172,0.850945495,0.913778529,0.634
19/8/24,0.685,0.891069676,0.801,0.867,0.844,0.850560399,0.858731924,0.919559695,0.677
20/8/24,0.634,0.915603533,0.817,0.87,0.842,0.864259029,0.859844271,0.922165821,0.657
21/8/24,0.621,0.884200196,0.808,0.817,0.83,0.844333748,0.838709677,0.917657046,0.667
22/8/24,0.628,0.886162905,0.748,0.782,0.836,0.84423676,0.847608454,0.903911565,0.687
23/8/24,0.597,0.886162905,0.722,0.763,0.856,0.822070676,0.853170189,0.855442177,0.622
24/8/24,0.597,0.869479882,0.72,0.729,0.82,0.769373838,0.827586207,0.853741497,0.624
25/8/24,0.614,0.883218842,0.772,0.773,0.832,0.761045426,0.85650723,0.907234043,0.644
26/8/24,0.718,0.896957802,0.801,0.803,0.849,0.803860523,0.870967742,0.9233,0.692
27/8/24,0.668,0.891069676,0.799,0.825,0.842,0.805607477,0.84538376,0.9214,0.662
28/8/24,0.611,0.877330716,0.778,0.798,0.84,0.809345794,0.848720801,0.9241,0.633
29/8/24,0.564,0.882237488,0.756,0.814,0.803,0.810709838,0.825361513,0.93,0.637
30/8/24,0.564,0.858684985,0.759,0.756,0.77,0.789539228,0.774193548,0.8753,0.582
31/8/24,0.523,0.879293425,0.782,0.793,0.757,0.769613948,0.757508343,0.8663,0.572
1/9/24,0.54,0.872502379,0.806,0.837,0.778877888,0.786915888,0.778642937,0.9157,0.622
2/9/24,0.591,0.871550904,0.837,0.884,0.831683168,0.838972431,0.804226919,0.945252352,0.664
3/9/24,0.621,0.882017127,0.839,0.895,0.840484048,0.841875,0.803114572,0.95042735,0.672
4/9/24,0.614,0.8905804,0.82,0.845,0.811466373,0.838649156,0.816462736,0.928266439,0.667
5/9/24,0.56,0.876308278,0.816,0.861,0.818481848,0.840525328,0.775305895,0.906996587,0.659
6/9/24,0.507,0.873453853,0.772,0.867,0.796479648,0.82739212,0.776418242,0.856777494,0.582
7/9/24,0.51,0.870599429,0.751,0.857,0.746974697,0.799874922,0.787541713,0.9091,0.59
8/9/24,0.55,0.877259753,0.795,0.875,0.768976898,0.814142678,0.832035595,0.9091,0.647
9/9/24,0.617,0.883920076,0.826,0.888,0.804180418,0.848503741,0.86429366,0.901108269,0.699
10/9/24,0.628,0.873453853,0.831,0.866,0.80794702,0.859375,0.869855395,0.913117547,0.711
11/9/24,0.604,0.862987631,0.811,0.866,0.814081408,0.871955028,0.847608454,0.919863598,0.719
12/9/24,0.594,0.872502379,0.773,0.867,0.817381738,0.860885839,0.834260289,0.899231426,0.729
13/9/24,0.554,0.86869648,0.738,0.837,0.797579758,0.836658354,0.786429366,0.85665529,0.657
14/9/24,0.547,0.86869648,0.717,0.833,0.743674367,0.785714286,0.765294772,0.849829352,0.657
15/9/24,0.581,0.871550904,0.724,0.888,0.741474147,0.8154133,0.802002225,0.884057971,0.657
16/9/24,0.628,0.882968601,0.778,0.913,0.787678768,0.856521739,0.836484983,0.88,0.729
17/9/24,0.621,0.882017127,0.794,0.879,0.773377338,0.847583643,0.847608454,0.874573379,0.709
18/9/24,0.624,0.894386299,0.769,0.865,0.789878988,0.852540273,0.852057842,0.865417376,0.706
19/9/24,0.584,0.892483349,0.757,0.88,0.760176018,0.838809671,0.828698554,0.846938776,0.706
20/9/24,0.564,0.873453853,0.78,0.85,0.774477448,0.815871048,0.791991101,0.81292517,0.689
21/9/24,0.54,0.865842055,0.755,0.86,0.708470847,0.771144279,0.798665184,0.824576271,0.664
22/9/24,0.557,0.871550904,0.777,0.885,0.718371837,0.799500312,0.843159066,0.867572156,0.729
23/9/24,0.607,0.8867745,0.809,0.894,0.774477448,0.83427142,0.879866518,0.904923599,0.754
24/9/24,0.648,0.880114177,0.832,0.883,0.798895028,0.843026892,0.880978865,0.897196262,0.726
25/9/24,0.594,0.86869648,0.8145,0.873,0.806380638,0.834581773,0.879866518,0.87755102,0.741
26/9/24,0.57,0.876308278,0.787,0.871,0.799779978,0.837078652,0.863181313,0.84923339,0.724
27/9/24,0.513,0.836346337,0.751,0.854,0.766776678,0.799500312,0.828698554,0.822676897,0.672
28/9/24,0.513,0.840152236,0.742,0.841,0.721672167,0.759825328,0.820912125,0.826939471,0.701
