"iot_lora_id","port","arrtime","rssi","district","post_code","unit","recording"
3202,6,"2024-04-19 21:19:28",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-19 21:43:02",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-19 22:24:47",-88,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-19 22:40:46",-76,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 00:17:34",-82,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 00:31:04",-84,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 00:39:28",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 00:39:28",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 00:44:22",-93,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 00:52:10",-79,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 00:52:10",-79,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 00:58:00",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 00:58:00",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 01:03:19",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 01:03:19",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 01:08:17",-74,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 01:16:09",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 01:16:09",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 01:22:13",-58,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 01:22:13",-58,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 01:26:56",-76,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 01:34:48",-76,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 01:49:56",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 02:05:49",-84,16,601061,"#03-1896","audio/mpeg"
3441,6,"2024-04-20 02:09:14",-87,56,752065,"#04-61","audio/mpeg"
3202,6,"2024-04-20 02:14:08",-80,16,601061,"#03-1896","audio/mpeg"
3202,6,"2024-04-20 02:24:12",-78,16,601061,"#03-1896","audio/mpeg"
3125,6,"2024-04-20 10:06:53",-40,57,620075,"#11-156","audio/mpeg"
17637,6,"2024-04-20 13:56:31",-60,31,"071013","#03-1082","audio/mpeg"
13214,6,"2024-04-20 16:58:01",-66,46,220164,"#02-510","audio/mpeg"
15897,6,"2024-04-21 02:24:48",-87,46,"030064","#05-138","audio/mpeg"
3125,6,"2024-04-21 11:41:36",-75,57,620075,"#11-156","audio/mpeg"
6376,6,"2024-04-21 16:34:18",-70,16,150061,"#11-77","audio/mpeg"
3458,6,"2024-04-21 18:09:41",-80,56,752065,"#05-67","audio/mpeg"
12446,6,"2024-04-21 21:38:21",-86,73,300037,"#07-5103","audio/mpeg"
3085,6,"2024-04-22 09:01:13",-76,16,501061,"#05-1940","audio/mpeg"
17637,6,"2024-04-22 09:17:09",-62,31,"071013","#03-1082","audio/mpeg"
12533,6,"2024-04-22 10:28:59",-67,46,"030064","#02-144","audio/mpeg"
18462,6,"2024-04-22 12:14:55",-56,31,"071013","#02-1112","audio/mpeg"
11103,6,"2024-04-22 21:18:11",-81,15,321151,"#08-254","audio/mpeg"
11103,6,"2024-04-22 21:18:11",-81,15,321151,"#08-254","audio/mpeg"
11103,6,"2024-04-22 21:23:11",-84,15,321151,"#08-254","audio/mpeg"
5041,6,"2024-04-22 23:28:06",-52,14,151041,"#07-37","audio/mpeg"
18984,6,"2024-04-23 01:15:30",-57,33,330033,"#04-759","audio/mpeg"
17324,6,"2024-04-23 14:01:32",-72,46,320164,"#12-506","audio/mpeg"
22101,6,"2024-04-25 10:18:08",-67,15,"090051","#08-438","audio/mpeg"
8996,6,"2024-04-26 05:43:16",-81,19,400091,"#11-4953","audio/mpeg"
14578,6,"2024-04-26 10:07:22",-69,73,300037,"#06-5153","audio/mpeg"
13503,6,"2024-04-26 14:17:24",-80,46,210064,"#05-596","audio/mpeg"
14419,6,"2024-04-26 14:32:03",-84,56,"024065","#04-1115","audio/mpeg"
6386,6,"2024-04-26 19:40:04",-73,16,150061,"#11-77","audio/mpeg"
6120,6,"2024-04-27 11:18:47",-58,21,740012,"#04-249","audio/mpeg"
19857,6,"2024-04-27 17:28:06",-82,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-27 17:49:44",-90,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-27 18:07:15",-84,19,700091,"#16-4026","audio/mpeg"
9052,6,"2024-04-27 18:58:10",-88,21,740012,"#04-217","audio/mpeg"
6483,6,"2024-04-27 20:22:21",-88,37,"090073","#05-105","audio/mpeg"
19857,6,"2024-04-27 20:47:14",-85,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-27 20:54:37",-90,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-27 21:20:29",-85,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-27 23:03:49",-92,19,700091,"#16-4026","audio/mpeg"
20039,6,"2024-04-28 03:41:36",-88,19,900091,"#03-4170","audio/mpeg"
19857,6,"2024-04-28 06:41:25",-84,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-28 07:47:54",-85,19,700091,"#16-4026","audio/mpeg"
1330,6,"2024-04-28 09:39:06",-70,19,400091,"#03-4975","audio/mpeg"
10074,6,"2024-04-28 13:45:28",-66,56,752065,"#04-67","audio/mpeg"
7858,6,"2024-04-28 16:41:56",-92,33,160033,"#02-3291","audio/mpeg"
13936,6,"2024-04-28 19:07:10",-56,56,712065,"#04-975","audio/mpeg"
13936,6,"2024-04-28 19:07:10",-56,56,712065,"#04-975","audio/mpeg"
19857,6,"2024-04-29 06:57:14",-88,19,700091,"#16-4026","audio/mpeg"
7310,6,"2024-04-29 08:10:44",-54,19,400091,"#04-4965","audio/mpeg"
19049,6,"2024-04-29 09:18:42",-69,19,700091,"#03-4044","audio/mpeg"
18917,6,"2024-04-29 10:18:56",-64,19,700091,"#07-4016","audio/mpeg"
19857,6,"2024-04-29 10:29:03",-86,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-29 23:52:57",-86,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 05:01:11",-74,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 05:16:49",-88,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 05:16:49",-88,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 05:22:25",-88,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 05:49:12",-100,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 06:06:00",-88,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 06:22:03",-90,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 07:02:51",-90,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 07:14:02",-90,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 07:37:19",-88,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 07:48:36",-87,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 08:13:43",-87,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 09:28:29",-100,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 09:56:11",-90,19,700091,"#16-4026","audio/mpeg"
6520,6,"2024-04-30 11:32:31",-86,33,260033,"#03-3411","audio/mpeg"
19857,6,"2024-04-30 13:05:56",-82,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 14:07:50",-81,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 16:11:07",-88,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 16:18:18",-86,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 16:18:18",-86,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 16:25:01",-88,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 17:08:46",-90,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 18:17:43",-85,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 19:30:31",-85,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 20:23:36",-78,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 22:40:55",-88,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-04-30 23:31:49",-85,19,700091,"#16-4026","audio/mpeg"
7231,6,"2024-05-01 11:23:46",-88,"09",910090,"#13-108","audio/mpeg"
19857,6,"2024-05-02 02:07:19",-86,19,700091,"#16-4026","audio/mpeg"
7043,6,"2024-05-02 12:48:26",-87,"09",910090,"#14-104","audio/mpeg"
14233,6,"2024-05-02 13:03:21",-63,56,"024065","#11-1107","audio/mpeg"
19515,6,"2024-05-02 15:03:12",-72,56,"024065","#09-1129","audio/mpeg"
19133,6,"2024-05-02 17:15:25",-72,19,700091,"#11-4010","audio/mpeg"
18347,6,"2024-05-02 19:28:40",-58,27,100172,"#10-127","audio/mpeg"
7571,6,"2024-05-03 10:38:46",-90,33,160033,"#13-3293","audio/mpeg"
19857,6,"2024-05-04 00:08:16",-86,19,700091,"#16-4026","audio/mpeg"
2613,6,"2024-05-04 13:10:22",-74,19,400091,"#07-4987","audio/mpeg"
6871,6,"2024-05-04 22:38:54",-89,16,150061,"#17-89","audio/mpeg"
6871,6,"2024-05-04 22:56:27",-90,16,150061,"#17-89","audio/mpeg"
6871,6,"2024-05-04 23:53:34",-86,16,150061,"#17-89","audio/mpeg"
6871,6,"2024-05-05 00:06:02",-90,16,150061,"#17-89","audio/mpeg"
9862,6,"2024-05-05 19:47:08",-67,15,121151,"#08-98","audio/mpeg"
19857,6,"2024-05-05 21:43:10",-84,19,700091,"#16-4026","audio/mpeg"
13948,6,"2024-05-05 22:44:08",-93,56,712065,"#05-963","audio/mpeg"
13719,6,"2024-05-06 00:14:21",-48,46,210064,"#10-604","audio/mpeg"
13719,6,"2024-05-06 00:21:12",-48,46,210064,"#10-604","audio/mpeg"
18186,6,"2024-05-06 11:44:02",-92,27,100172,"#09-127","audio/mpeg"
18186,6,"2024-05-06 11:59:50",-77,27,100172,"#09-127","audio/mpeg"
7671,6,"2024-05-06 17:36:29",-86,16,150061,"#17-113","audio/mpeg"
8851,6,"2024-05-07 13:40:29",-90,33,260033,"#10-3407","audio/mpeg"
20054,6,"2024-05-07 19:45:50",-64,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-07 19:47:50",-76,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-07 19:48:59",-81,56,"024065","01-603","audio/mpeg"
8759,6,"2024-05-08 05:00:53",-88,46,445064,"#03-1346","audio/mpeg"
19857,6,"2024-05-08 05:16:04",-74,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-05-08 06:09:46",-85,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-05-08 07:58:49",-85,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-05-08 08:19:09",-86,19,700091,"#16-4026","audio/mpeg"
19857,6,"2024-05-08 09:54:42",-86,19,700091,"#16-4026","audio/mpeg"
20054,6,"2024-05-08 10:18:07",-72,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 10:18:18",-58,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 10:22:02",-63,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 11:34:14",-62,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 13:33:40",-64,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 14:47:09",-64,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 18:46:38",-60,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 18:55:37",-78,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 18:55:37",-78,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 18:57:26",-68,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 18:57:26",-68,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 19:00:39",-60,56,"024065","01-603","audio/mpeg"
20054,6,"2024-05-08 19:00:39",-60,56,"024065","01-603","audio/mpeg"
