rssi,hour,2_hour_interval,Pi_is_emergency,is_emergency,is_emergency_pred,Pi_is_emergency_2,is_emergency_2_pred
-76,13,12,0.007320989794394973,0,0,0.2208611564534275,0
-74,18,18,0.00017577672166032296,0,0,0.13609336995546176,0
-50,15,14,0.0028639202913802795,0,0,0.15192611907279072,0
-90,5,4,0.589213831657639,1,1,0.39227373193916293,0
-104,14,14,0.0016690750195333015,0,0,0.23543792252407933,0
-94,11,10,0.021176676808929398,0,0,0.29074639005567704,0
-63,6,6,0.4482250964625801,0,0,0.27410607847720136,0
-64,11,10,0.03442181061787228,0,0,0.22629412379730424,0
-74,20,20,4.4410966283086454e-05,0,0,0.11769304757305822,0
-105,14,14,0.001641564931410241,0,0,0.23746959394928596,0
-74,15,14,0.0019224567078031487,0,0,0.19007885575157282,0
-30,15,14,0.00399084629534904,0,0,0.12513938723087845,0
-84,17,16,0.00041180121265008563,0,0,0.18193341443476885,0
-93,15,14,0.0014019018275869036,0,0,0.2251874307604708,0
-97,12,12,0.007381088038331326,0,0,0.25156340884594236,0
-81,14,14,0.0024458075626431087,0,0,0.19206025487032058,0
-116,11,10,0.01477857813707175,0,0,0.3442994247535149,0
-84,12,12,0.009148153173227046,0,0,0.2250314423213011,0
-82,22,22,9.820621643760537e-06,0,0,0.10999702749281898,0
-33,15,14,0.0037971710930961625,0,0,0.12888236704267517,0
-80,9,8,0.09756909529656142,0,0,0.29256284855284886,0
-76,19,18,0.00011888436488562784,0,0,0.1468323366811397,0
-99,15,14,0.0012688109763163745,0,0,0.23718607148433682,0
-82,12,12,0.009454933127119576,0,0,0.22113082170511295,0
-100,11,10,0.019202349221368147,0,0,0.30486375220149087,0
-60,20,20,5.606628543190373e-05,0,0,0.10229284899554926,0
-61,21,20,3.8554743482029614e-05,0,0,0.10960340870806067,0
-58,15,14,0.0025077138077690955,0,0,0.1638922582461401,0
-82,23,22,6.8665478361455725e-06,0,0,0.11662161783811703,0
-70,12,12,0.011521487704000483,0,0,0.19874981991966376,0
-68,18,18,0.0001942369699252529,0,0,0.12834828533322926,0
-86,14,14,0.002250911040024277,0,0,0.2009427432699938,0
-66,14,14,0.0031373825561826045,0,0,0.16721772274265623,0
